soc_start,title_start,soc_end,title_end,risk_start,risk_end,salarymax_start,salarymax_end,dist_all_alt,rank
11-1011.00,Chief Executives,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.05175,0.10303,114942,46161,0.038845542,1
11-1011.00,Chief Executives,11-3031.02,"Financial Managers, Branch or Department",0.05175,0.202787,114942,84119,0.041331494,2
11-1011.00,Chief Executives,11-2021.00,Marketing Managers,0.05175,0.0852182,114942,70159,0.041856633,3
11-1011.00,Chief Executives,11-2022.00,Sales Managers,0.05175,0.0785883,114942,90557,0.045079858,4
11-1011.00,Chief Executives,11-9199.04,Supply Chain Managers,0.05175,0.121314,114942,60297,0.046387952,5
11-1011.00,Chief Executives,27-2012.03,Program Directors,0.05175,0.0530083,114942,45063,0.046764248,6
11-1011.00,Chief Executives,11-9033.00,"Education Administrators, Postsecondary",0.05175,0.0553569,114942,84854,0.047499561,7
11-1011.00,Chief Executives,13-1075.00,Labor Relations Specialists,0.05175,0.25,114942,,0.048187352,8
11-1011.00,Chief Executives,13-1081.00,Logisticians,0.05175,0.45,114942,50461,0.048844251,9
11-1011.00,Chief Executives,11-3071.01,Transportation Managers,0.05175,0.0916974,114942,71855,0.048914025,10
11-1011.00,Chief Executives,11-3121.00,Human Resources Managers,0.05175,0.0600832,114942,82895,0.049203202,11
11-1011.00,Chief Executives,11-1021.00,General and Operations Managers,0.05175,0.19469,114942,114942,0.049214001,12
11-1011.00,Chief Executives,11-9111.00,Medical and Health Services Managers,0.05175,0.16015,114942,85647,0.049364532,13
11-1011.00,Chief Executives,11-3061.00,Purchasing Managers,0.05175,0.159306,114942,84921,0.049397627,14
11-1011.00,Chief Executives,11-3011.00,Administrative Services Managers,0.05175,0.206362,114942,72301,0.049424716,15
11-1011.00,Chief Executives,11-2031.00,Public Relations and Fundraising Managers,0.05175,0.0526277,114942,70159,0.050636347,16
11-1011.00,Chief Executives,11-9071.00,Gaming Managers,0.05175,0.171294,114942,45339,0.051041794,17
11-1011.00,Chief Executives,11-9141.00,"Property, Real Estate, and Community Association Managers",0.05175,0.180724,114942,82967,0.051324364,18
11-1011.00,Chief Executives,11-1031.00,Legislators,0.05175,0.580697,114942,,0.051719273,19
11-1011.00,Chief Executives,15-1199.09,Information Technology Project Managers,0.05175,0.0950417,114942,99566,0.052050516,20
11-1011.03,Chief Sustainability Officers,11-9199.10,Wind Energy Project Managers,0.0608116,0.161655,,,0.039781865,1
11-1011.03,Chief Sustainability Officers,13-1199.05,Sustainability Specialists,0.0608116,0.141951,,,0.040806917,2
11-1011.03,Chief Sustainability Officers,11-2021.00,Marketing Managers,0.0608116,0.0852182,,70159,0.046311773,3
11-1011.03,Chief Sustainability Officers,11-2011.01,Green Marketers,0.0608116,0.303265,,,0.046770751,4
11-1011.03,Chief Sustainability Officers,15-1199.09,Information Technology Project Managers,0.0608116,0.0950417,,99566,0.046795846,5
11-1011.03,Chief Sustainability Officers,11-9039.01,Distance Learning Coordinators,0.0608116,0.25,,,0.050723972,6
11-1011.03,Chief Sustainability Officers,13-1199.04,Business Continuity Planners,0.0608116,0.0534276,,54937,0.050798739,7
11-1011.03,Chief Sustainability Officers,11-1011.00,Chief Executives,0.0608116,0.05175,,114942,0.055484602,8
11-1011.03,Chief Sustainability Officers,13-1131.00,Fundraisers,0.0608116,0.25,,,0.057533389,9
11-1011.03,Chief Sustainability Officers,13-1111.00,Management Analysts,0.0608116,0.0527644,,64394,0.058826762,10
11-1011.03,Chief Sustainability Officers,27-2012.03,Program Directors,0.0608116,0.0530083,,45063,0.058846201,11
11-1011.03,Chief Sustainability Officers,11-2022.00,Sales Managers,0.0608116,0.0785883,,90557,0.058857708,12
11-1011.03,Chief Sustainability Officers,41-4011.07,Solar Sales Representatives and Assessors,0.0608116,0.407003,,69353,0.058947282,13
11-1011.03,Chief Sustainability Officers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.0608116,0.10303,,46161,0.059190741,14
11-1011.03,Chief Sustainability Officers,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.0608116,0.575797,,69353,0.061055342,15
11-1011.03,Chief Sustainability Officers,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,0.0608116,0.179149,,,0.064380785,16
11-1011.03,Chief Sustainability Officers,11-9033.00,"Education Administrators, Postsecondary",0.0608116,0.0553569,,84854,0.065192486,17
11-1011.03,Chief Sustainability Officers,11-1021.00,General and Operations Managers,0.0608116,0.19469,,114942,0.065236299,18
11-1011.03,Chief Sustainability Officers,11-1031.00,Legislators,0.0608116,0.580697,,,0.065595668,19
11-1011.03,Chief Sustainability Officers,13-1081.00,Logisticians,0.0608116,0.45,,50461,0.065850577,20
11-1021.00,General and Operations Managers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.19469,0.10303,114942,46161,0.034561087,1
11-1021.00,General and Operations Managers,11-9131.00,Postmasters and Mail Superintendents,0.19469,0.210306,114942,58501,0.038569149,2
11-1021.00,General and Operations Managers,11-3011.00,Administrative Services Managers,0.19469,0.206362,114942,72301,0.04042157,3
11-1021.00,General and Operations Managers,11-9081.00,Lodging Managers,0.19469,0.0761564,114942,34604,0.041044915,4
11-1021.00,General and Operations Managers,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,0.19469,0.302412,114942,58751,0.043796528,5
11-1021.00,General and Operations Managers,13-1121.00,"Meeting, Convention, and Event Planners",0.19469,0.0587309,114942,33659,0.045619717,6
11-1021.00,General and Operations Managers,11-9071.00,Gaming Managers,0.19469,0.171294,114942,45339,0.045644934,7
11-1021.00,General and Operations Managers,11-3071.02,Storage and Distribution Managers,0.19469,0.181386,114942,71855,0.045882843,8
11-1021.00,General and Operations Managers,11-9111.00,Medical and Health Services Managers,0.19469,0.16015,114942,85647,0.047272113,9
11-1021.00,General and Operations Managers,39-1021.01,Spa Managers,0.19469,0.0924789,114942,28715,0.048004285,10
11-1021.00,General and Operations Managers,11-1011.00,Chief Executives,0.19469,0.05175,114942,114942,0.049214001,11
11-1021.00,General and Operations Managers,11-3071.01,Transportation Managers,0.19469,0.0916974,114942,71855,0.050121105,12
11-1021.00,General and Operations Managers,11-3031.02,"Financial Managers, Branch or Department",0.19469,0.202787,114942,84119,0.050231353,13
11-1021.00,General and Operations Managers,11-3061.00,Purchasing Managers,0.19469,0.159306,114942,84921,0.050374216,14
11-1021.00,General and Operations Managers,39-1021.00,First-Line Supervisors of Personal Service Workers,0.19469,0.153109,114942,47257,0.05037783,15
11-1021.00,General and Operations Managers,41-1011.00,First-Line Supervisors of Retail Sales Workers,0.19469,0.385034,114942,29182,0.051432357,16
11-1021.00,General and Operations Managers,11-3051.00,Industrial Production Managers,0.19469,0.0832477,114942,74805,0.051513573,17
11-1021.00,General and Operations Managers,11-3111.00,Compensation and Benefits Managers,0.19469,0.36057,114942,82895,0.05159503,18
11-1021.00,General and Operations Managers,11-9141.00,"Property, Real Estate, and Community Association Managers",0.19469,0.180724,114942,82967,0.051719612,19
11-1021.00,General and Operations Managers,13-1081.00,Logisticians,0.19469,0.45,114942,50461,0.0517378,20
11-1031.00,Legislators,23-1023.00,"Judges, Magistrate Judges, and Magistrates",0.580697,0.0626703,,259550,0.024321968,1
11-1031.00,Legislators,11-3131.00,Training and Development Managers,0.580697,0.0591275,,82895,0.026775553,2
11-1031.00,Legislators,23-1022.00,"Arbitrators, Mediators, and Conciliators",0.580697,0.0675239,,259550,0.033383756,3
11-1031.00,Legislators,25-9031.01,Instructional Designers and Technologists,0.580697,0.0695109,,,0.038183396,4
11-1031.00,Legislators,23-1011.00,Lawyers,0.580697,0.25,,96865,0.04319637,5
11-1031.00,Legislators,11-9151.00,Social and Community Service Managers,0.580697,0.0520545,,57613,0.047323715,6
11-1031.00,Legislators,11-9033.00,"Education Administrators, Postsecondary",0.580697,0.0553569,,84854,0.047739357,7
11-1031.00,Legislators,27-3031.00,Public Relations Specialists,0.580697,0.05582,,46583,0.048035459,8
11-1031.00,Legislators,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio",0.580697,0.0559118,,45063,0.049061235,9
11-1031.00,Legislators,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.580697,0.118641,,259550,0.049166696,10
11-1031.00,Legislators,11-1011.00,Chief Executives,0.580697,0.05175,,114942,0.051719273,11
11-1031.00,Legislators,11-2031.00,Public Relations and Fundraising Managers,0.580697,0.0526277,,70159,0.052712175,12
11-1031.00,Legislators,11-2021.00,Marketing Managers,0.580697,0.0852182,,70159,0.054591776,13
11-1031.00,Legislators,11-9039.02,Fitness and Wellness Coordinators,0.580697,0.0624816,,,0.055299824,14
11-1031.00,Legislators,25-1065.00,"Political Science Teachers, Postsecondary",0.580697,0.525337,,93687,0.057527044,15
11-1031.00,Legislators,25-1122.00,"Communications Teachers, Postsecondary",0.580697,0.164362,,93687,0.060575323,16
11-1031.00,Legislators,13-1071.00,Human Resources Specialists,0.580697,0.158641,,63588,0.061583606,17
11-1031.00,Legislators,11-2011.01,Green Marketers,0.580697,0.303265,,,0.062313406,18
11-1031.00,Legislators,21-1021.00,"Child, Family, and School Social Workers",0.580697,0.0531623,,59010,0.062363736,19
11-1031.00,Legislators,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.580697,0.0797003,,71114,0.063374821,20
11-2011.00,Advertising and Promotions Managers,27-2012.03,Program Directors,0.0614526,0.0530083,70159,45063,0.048250811,1
11-2011.00,Advertising and Promotions Managers,13-1131.00,Fundraisers,0.0614526,0.25,70159,,0.052467682,2
11-2011.00,Advertising and Promotions Managers,27-3031.00,Public Relations Specialists,0.0614526,0.05582,70159,46583,0.052500454,3
11-2011.00,Advertising and Promotions Managers,11-2021.00,Marketing Managers,0.0614526,0.0852182,70159,70159,0.05431211,4
11-2011.00,Advertising and Promotions Managers,11-2031.00,Public Relations and Fundraising Managers,0.0614526,0.0526277,70159,70159,0.05815568,5
11-2011.00,Advertising and Promotions Managers,27-2012.05,Technical Directors/Managers,0.0614526,0.0556005,70159,45063,0.058573507,6
11-2011.00,Advertising and Promotions Managers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.0614526,0.10303,70159,46161,0.058795301,7
11-2011.00,Advertising and Promotions Managers,41-3011.00,Advertising Sales Agents,0.0614526,0.105725,70159,50693,0.059006547,8
11-2011.00,Advertising and Promotions Managers,15-1199.10,Search Marketing Strategists,0.0614526,0.388843,70159,,0.060649493,9
11-2011.00,Advertising and Promotions Managers,27-2012.04,Talent Directors,0.0614526,0.056295,70159,45063,0.063683829,10
11-2011.00,Advertising and Promotions Managers,27-2012.01,Producers,0.0614526,0.0533816,70159,45063,0.065223712,11
11-2011.00,Advertising and Promotions Managers,27-3043.04,Copy Writers,0.0614526,0.3,70159,27598,0.06563067,12
11-2011.00,Advertising and Promotions Managers,27-3041.00,Editors,0.0614526,0.0595203,70159,38579,0.066333099,13
11-2011.00,Advertising and Promotions Managers,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.0614526,0.0797003,70159,71114,0.06676693,14
11-2011.00,Advertising and Promotions Managers,27-1011.00,Art Directors,0.0614526,0.0524302,70159,45063,0.069112577,15
11-2011.00,Advertising and Promotions Managers,13-1199.04,Business Continuity Planners,0.0614526,0.0534276,70159,54937,0.072318582,16
11-2011.00,Advertising and Promotions Managers,13-1121.00,"Meeting, Convention, and Event Planners",0.0614526,0.0587309,70159,33659,0.072530413,17
11-2011.00,Advertising and Promotions Managers,13-1199.06,Online Merchants,0.0614526,0.576413,70159,,0.076169548,18
11-2011.00,Advertising and Promotions Managers,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio",0.0614526,0.0559118,70159,45063,0.077860425,19
11-2011.00,Advertising and Promotions Managers,11-9039.01,Distance Learning Coordinators,0.0614526,0.25,70159,,0.078736381,20
11-2011.01,Green Marketers,13-1199.05,Sustainability Specialists,0.303265,0.141951,,,0.022920718,1
11-2011.01,Green Marketers,23-1011.00,Lawyers,0.303265,0.25,,96865,0.030464957,2
11-2011.01,Green Marketers,11-9121.01,Clinical Research Coordinators,0.303265,0.0773759,,93364,0.038166537,3
11-2011.01,Green Marketers,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.303265,0.118641,,259550,0.041693932,4
11-2011.01,Green Marketers,19-3032.00,Industrial-Organizational Psychologists,0.303265,0.0569489,,55356,0.045507562,5
11-2011.01,Green Marketers,11-1011.03,Chief Sustainability Officers,0.303265,0.0608116,,,0.046770751,6
11-2011.01,Green Marketers,15-1199.10,Search Marketing Strategists,0.303265,0.388843,,,0.052798205,7
11-2011.01,Green Marketers,19-3051.00,Urban and Regional Planners,0.303265,0.0579189,,72259,0.053657621,8
11-2011.01,Green Marketers,19-2041.01,Climate Change Analysts,0.303265,0.349093,,,0.054025944,9
11-2011.01,Green Marketers,25-9031.01,Instructional Designers and Technologists,0.303265,0.0695109,,,0.060127679,10
11-2011.01,Green Marketers,27-3043.04,Copy Writers,0.303265,0.3,,27598,0.061208733,11
11-2011.01,Green Marketers,11-1031.00,Legislators,0.303265,0.580697,,,0.062313406,12
11-2011.01,Green Marketers,25-4012.00,Curators,0.303265,0.0773882,,49523,0.06725136,13
11-2011.01,Green Marketers,27-3022.00,Reporters and Correspondents,0.303265,0.104031,,44728,0.070062234,14
11-2011.01,Green Marketers,13-1111.00,Management Analysts,0.303265,0.0527644,,64394,0.071545346,15
11-2011.01,Green Marketers,11-9199.10,Wind Energy Project Managers,0.303265,0.161655,,,0.072388296,16
11-2011.01,Green Marketers,11-9039.01,Distance Learning Coordinators,0.303265,0.25,,,0.073778041,17
11-2011.01,Green Marketers,13-1199.04,Business Continuity Planners,0.303265,0.0534276,,54937,0.075028149,18
11-2011.01,Green Marketers,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,0.303265,0.123245,,,0.075230967,19
11-2011.01,Green Marketers,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,0.303265,0.179149,,,0.078519172,20
11-2021.00,Marketing Managers,11-2031.00,Public Relations and Fundraising Managers,0.0852182,0.0526277,70159,70159,0.033592465,1
11-2021.00,Marketing Managers,11-2022.00,Sales Managers,0.0852182,0.0785883,70159,90557,0.034227254,2
11-2021.00,Marketing Managers,13-1131.00,Fundraisers,0.0852182,0.25,70159,,0.034997186,3
11-2021.00,Marketing Managers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.0852182,0.10303,70159,46161,0.036546212,4
11-2021.00,Marketing Managers,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.0852182,0.0797003,70159,71114,0.040742953,5
11-2021.00,Marketing Managers,11-1011.00,Chief Executives,0.0852182,0.05175,70159,114942,0.041856633,6
11-2021.00,Marketing Managers,27-2012.03,Program Directors,0.0852182,0.0530083,70159,45063,0.042231849,7
11-2021.00,Marketing Managers,11-9039.01,Distance Learning Coordinators,0.0852182,0.25,70159,,0.044812378,8
11-2021.00,Marketing Managers,41-3031.02,"Sales Agents, Financial Services",0.0852182,0.150197,70159,46579,0.045831207,9
11-2021.00,Marketing Managers,11-1011.03,Chief Sustainability Officers,0.0852182,0.0608116,70159,,0.046311773,10
11-2021.00,Marketing Managers,41-3031.01,"Sales Agents, Securities and Commodities",0.0852182,0.461725,70159,55469,0.046614485,11
11-2021.00,Marketing Managers,41-3011.00,Advertising Sales Agents,0.0852182,0.105725,70159,50693,0.04755778,12
11-2021.00,Marketing Managers,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.0852182,0.575797,70159,69353,0.0489387,13
11-2021.00,Marketing Managers,11-3031.02,"Financial Managers, Branch or Department",0.0852182,0.202787,70159,84119,0.050514821,14
11-2021.00,Marketing Managers,41-3099.01,Energy Brokers,0.0852182,0.871221,70159,,0.053836145,15
11-2021.00,Marketing Managers,11-2011.00,Advertising and Promotions Managers,0.0852182,0.0614526,70159,70159,0.05431211,16
11-2021.00,Marketing Managers,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",0.0852182,0.535511,70159,57556,0.054335656,17
11-2021.00,Marketing Managers,11-1031.00,Legislators,0.0852182,0.580697,70159,,0.054591776,18
11-2021.00,Marketing Managers,11-9071.00,Gaming Managers,0.0852182,0.171294,70159,45339,0.056175709,19
11-2021.00,Marketing Managers,41-9022.00,Real Estate Sales Agents,0.0852182,0.234134,70159,30940,0.056994214,20
11-2022.00,Sales Managers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.0785883,0.10303,90557,46161,0.027772065,1
11-2022.00,Sales Managers,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",0.0785883,0.575797,90557,69353,0.030361411,2
11-2022.00,Sales Managers,11-2021.00,Marketing Managers,0.0785883,0.0852182,90557,70159,0.034227254,3
11-2022.00,Sales Managers,11-3031.02,"Financial Managers, Branch or Department",0.0785883,0.202787,90557,84119,0.037797313,4
11-2022.00,Sales Managers,11-3061.00,Purchasing Managers,0.0785883,0.159306,90557,84921,0.042421482,5
11-2022.00,Sales Managers,11-9071.00,Gaming Managers,0.0785883,0.171294,90557,45339,0.042675122,6
11-2022.00,Sales Managers,41-9022.00,Real Estate Sales Agents,0.0785883,0.234134,90557,30940,0.044658065,7
11-2022.00,Sales Managers,11-1011.00,Chief Executives,0.0785883,0.05175,90557,114942,0.045079858,8
11-2022.00,Sales Managers,41-3031.01,"Sales Agents, Securities and Commodities",0.0785883,0.461725,90557,55469,0.04646405,9
11-2022.00,Sales Managers,41-4011.07,Solar Sales Representatives and Assessors,0.0785883,0.407003,90557,69353,0.048276457,10
11-2022.00,Sales Managers,11-9081.00,Lodging Managers,0.0785883,0.0761564,90557,34604,0.048285361,11
11-2022.00,Sales Managers,41-3031.02,"Sales Agents, Financial Services",0.0785883,0.150197,90557,46579,0.048528064,12
11-2022.00,Sales Managers,11-9199.04,Supply Chain Managers,0.0785883,0.121314,90557,60297,0.050053563,13
11-2022.00,Sales Managers,13-1081.00,Logisticians,0.0785883,0.45,90557,50461,0.050368697,14
11-2022.00,Sales Managers,39-1021.01,Spa Managers,0.0785883,0.0924789,90557,28715,0.051544952,15
11-2022.00,Sales Managers,41-1011.00,First-Line Supervisors of Retail Sales Workers,0.0785883,0.385034,90557,29182,0.051711787,16
11-2022.00,Sales Managers,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.0785883,0.460048,90557,50693,0.051779458,17
11-2022.00,Sales Managers,13-1131.00,Fundraisers,0.0785883,0.25,90557,,0.052441542,18
11-2022.00,Sales Managers,11-9141.00,"Property, Real Estate, and Community Association Managers",0.0785883,0.180724,90557,82967,0.053543479,19
11-2022.00,Sales Managers,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.0785883,0.0797003,90557,71114,0.05363333,20
11-2031.00,Public Relations and Fundraising Managers,11-2021.00,Marketing Managers,0.0526277,0.0852182,70159,70159,0.033592465,1
11-2031.00,Public Relations and Fundraising Managers,13-1131.00,Fundraisers,0.0526277,0.25,70159,,0.036284838,2
11-2031.00,Public Relations and Fundraising Managers,27-3031.00,Public Relations Specialists,0.0526277,0.05582,70159,46583,0.038674892,3
11-2031.00,Public Relations and Fundraising Managers,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.0526277,0.0797003,70159,71114,0.040652768,4
11-2031.00,Public Relations and Fundraising Managers,11-1011.00,Chief Executives,0.0526277,0.05175,70159,114942,0.050636347,5
11-2031.00,Public Relations and Fundraising Managers,27-2012.01,Producers,0.0526277,0.0533816,70159,45063,0.051084548,6
11-2031.00,Public Relations and Fundraising Managers,11-3131.00,Training and Development Managers,0.0526277,0.0591275,70159,82895,0.051204596,7
11-2031.00,Public Relations and Fundraising Managers,27-2012.03,Program Directors,0.0526277,0.0530083,70159,45063,0.051454312,8
11-2031.00,Public Relations and Fundraising Managers,11-1031.00,Legislators,0.0526277,0.580697,70159,,0.052712175,9
11-2031.00,Public Relations and Fundraising Managers,27-2012.04,Talent Directors,0.0526277,0.056295,70159,45063,0.053753719,10
11-2031.00,Public Relations and Fundraising Managers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.0526277,0.10303,70159,46161,0.054190535,11
11-2031.00,Public Relations and Fundraising Managers,11-2022.00,Sales Managers,0.0526277,0.0785883,70159,90557,0.054631405,12
11-2031.00,Public Relations and Fundraising Managers,11-9151.00,Social and Community Service Managers,0.0526277,0.0520545,70159,57613,0.055630394,13
11-2031.00,Public Relations and Fundraising Managers,11-2011.00,Advertising and Promotions Managers,0.0526277,0.0614526,70159,70159,0.05815568,14
11-2031.00,Public Relations and Fundraising Managers,11-9033.00,"Education Administrators, Postsecondary",0.0526277,0.0553569,70159,84854,0.059334465,15
11-2031.00,Public Relations and Fundraising Managers,41-3031.02,"Sales Agents, Financial Services",0.0526277,0.150197,70159,46579,0.062059358,16
11-2031.00,Public Relations and Fundraising Managers,27-3043.04,Copy Writers,0.0526277,0.3,70159,27598,0.062722952,17
11-2031.00,Public Relations and Fundraising Managers,41-3011.00,Advertising Sales Agents,0.0526277,0.105725,70159,50693,0.063504215,18
11-2031.00,Public Relations and Fundraising Managers,11-9039.01,Distance Learning Coordinators,0.0526277,0.25,70159,,0.066255961,19
11-2031.00,Public Relations and Fundraising Managers,13-1121.00,"Meeting, Convention, and Event Planners",0.0526277,0.0587309,70159,33659,0.068158488,20
11-3011.00,Administrative Services Managers,11-9071.00,Gaming Managers,0.206362,0.171294,72301,45339,0.033138839,1
11-3011.00,Administrative Services Managers,11-9141.00,"Property, Real Estate, and Community Association Managers",0.206362,0.180724,72301,82967,0.036504103,2
11-3011.00,Administrative Services Managers,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,0.206362,0.302412,72301,58751,0.036596235,3
11-3011.00,Administrative Services Managers,13-2099.03,Investment Underwriters,0.206362,0.840213,72301,,0.039389088,4
11-3011.00,Administrative Services Managers,11-9131.00,Postmasters and Mail Superintendents,0.206362,0.210306,72301,58501,0.039560254,5
11-3011.00,Administrative Services Managers,11-3071.01,Transportation Managers,0.206362,0.0916974,72301,71855,0.040344014,6
11-3011.00,Administrative Services Managers,11-1021.00,General and Operations Managers,0.206362,0.19469,72301,114942,0.04042157,7
11-3011.00,Administrative Services Managers,11-3071.02,Storage and Distribution Managers,0.206362,0.181386,72301,71855,0.04103045,8
11-3011.00,Administrative Services Managers,11-9111.00,Medical and Health Services Managers,0.206362,0.16015,72301,85647,0.043224786,9
11-3011.00,Administrative Services Managers,13-1081.00,Logisticians,0.206362,0.45,72301,50461,0.043463284,10
11-3011.00,Administrative Services Managers,53-1021.01,Recycling Coordinators,0.206362,0.188101,72301,,0.044595486,11
11-3011.00,Administrative Services Managers,11-9199.08,Loss Prevention Managers,0.206362,0.0628574,72301,53748,0.045274805,12
11-3011.00,Administrative Services Managers,11-9081.00,Lodging Managers,0.206362,0.0761564,72301,34604,0.045368755,13
11-3011.00,Administrative Services Managers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.206362,0.10303,72301,46161,0.046930879,14
11-3011.00,Administrative Services Managers,11-3051.00,Industrial Production Managers,0.206362,0.0832477,72301,74805,0.047354432,15
11-3011.00,Administrative Services Managers,13-1121.00,"Meeting, Convention, and Event Planners",0.206362,0.0587309,72301,33659,0.048086035,16
11-3011.00,Administrative Services Managers,11-3031.02,"Financial Managers, Branch or Department",0.206362,0.202787,72301,84119,0.048113149,17
11-3011.00,Administrative Services Managers,11-9199.07,Security Managers,0.206362,0.060856,72301,,0.048684221,18
11-3011.00,Administrative Services Managers,33-9021.00,Private Detectives and Investigators,0.206362,0.341262,72301,26942,0.048912985,19
11-3011.00,Administrative Services Managers,11-3061.00,Purchasing Managers,0.206362,0.159306,72301,84921,0.049039315,20
11-3021.00,Computer and Information Systems Managers,11-3051.05,Methane/Landfill Gas Collection System Operators,0.204194,0.916986,99566,,0.046908836,1
11-3021.00,Computer and Information Systems Managers,15-1199.03,Web Administrators,0.204194,0.462537,99566,38135,0.047313064,2
11-3021.00,Computer and Information Systems Managers,15-1199.09,Information Technology Project Managers,0.204194,0.0950417,99566,99566,0.047870753,3
11-3021.00,Computer and Information Systems Managers,13-2099.03,Investment Underwriters,0.204194,0.840213,99566,,0.053271631,4
11-3021.00,Computer and Information Systems Managers,11-9071.00,Gaming Managers,0.204194,0.171294,99566,45339,0.062382345,5
11-3021.00,Computer and Information Systems Managers,11-9041.00,Architectural and Engineering Managers,0.204194,0.108946,99566,112674,0.063894078,6
11-3021.00,Computer and Information Systems Managers,15-1143.00,Computer Network Architects,0.204194,0.346802,99566,87725,0.064176249,7
11-3021.00,Computer and Information Systems Managers,11-9199.09,Wind Energy Operations Managers,0.204194,0.165829,99566,,0.065842167,8
11-3021.00,Computer and Information Systems Managers,13-1081.02,Logistics Analysts,0.204194,0.568743,99566,50461,0.06731811,9
11-3021.00,Computer and Information Systems Managers,11-9039.01,Distance Learning Coordinators,0.204194,0.25,99566,,0.067672536,10
11-3021.00,Computer and Information Systems Managers,11-3061.00,Purchasing Managers,0.204194,0.159306,99566,84921,0.068014424,11
11-3021.00,Computer and Information Systems Managers,11-3071.01,Transportation Managers,0.204194,0.0916974,99566,71855,0.068092809,12
11-3021.00,Computer and Information Systems Managers,41-9031.00,Sales Engineers,0.204194,0.127968,99566,69353,0.068717396,13
11-3021.00,Computer and Information Systems Managers,11-3071.03,Logistics Managers,0.204194,0.174713,99566,71855,0.069322925,14
11-3021.00,Computer and Information Systems Managers,11-9199.04,Supply Chain Managers,0.204194,0.121314,99566,60297,0.069476872,15
11-3021.00,Computer and Information Systems Managers,15-1199.06,Database Architects,0.204194,0.25,99566,,0.069842992,16
11-3021.00,Computer and Information Systems Managers,11-9111.00,Medical and Health Services Managers,0.204194,0.16015,99566,85647,0.07057482,17
11-3021.00,Computer and Information Systems Managers,13-1081.00,Logisticians,0.204194,0.45,99566,50461,0.072047971,18
11-3021.00,Computer and Information Systems Managers,11-9199.07,Security Managers,0.204194,0.060856,99566,,0.072049911,19
11-3021.00,Computer and Information Systems Managers,11-9199.10,Wind Energy Project Managers,0.204194,0.161655,99566,,0.073038298,20
11-3031.01,Treasurers and Controllers,13-2099.03,Investment Underwriters,0.462425,0.840213,84119,,0.008170606,1
11-3031.01,Treasurers and Controllers,13-2011.02,Auditors,0.462425,0.5,84119,58234,0.02535318,2
11-3031.01,Treasurers and Controllers,13-2099.02,Risk Management Specialists,0.462425,0.534292,84119,57215,0.036015307,3
11-3031.01,Treasurers and Controllers,13-2061.00,Financial Examiners,0.462425,0.453411,84119,57215,0.037525591,4
11-3031.01,Treasurers and Controllers,13-2031.00,Budget Analysts,0.462425,0.838199,84119,70095,0.043025796,5
11-3031.01,Treasurers and Controllers,11-9199.03,Investment Fund Managers,0.462425,0.679049,84119,,0.043049765,6
11-3031.01,Treasurers and Controllers,11-3031.02,"Financial Managers, Branch or Department",0.462425,0.202787,84119,84119,0.045147676,7
11-3031.01,Treasurers and Controllers,13-2052.00,Personal Financial Advisors,0.462425,0.265587,84119,57215,0.049895928,8
11-3031.01,Treasurers and Controllers,41-3099.01,Energy Brokers,0.462425,0.871221,84119,,0.05213703,9
11-3031.01,Treasurers and Controllers,41-3031.01,"Sales Agents, Securities and Commodities",0.462425,0.461725,84119,55469,0.053468831,10
11-3031.01,Treasurers and Controllers,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",0.462425,0.422434,84119,63588,0.053991349,11
11-3031.01,Treasurers and Controllers,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",0.462425,0.436791,84119,57556,0.055241157,12
11-3031.01,Treasurers and Controllers,13-2011.01,Accountants,0.462425,0.897685,84119,58234,0.055676062,13
